geolocation_zip_code_prefix,geolocation_city,geolocation_state
16920,castilho,SP
17063,bauru,SP
17032,bauru,SP
17053,bauru,SP
17056,bauru,SP
17209,jau,SP
17280,pederneiras,SP
17230,itapui,SP
17250,bariri,SP
17209,jaú,SP
17230,itapuí,SP
17320,mineiros do tiete,SP
17320,mineiros do tietê,SP
17400,garca,SP
17400,garça,SP
17504,marilia,SP
17500,marilia,SP
17500,marília,SP
17504,marília,SP
17900,dracena,SP
18072,sorocaba,SP
18080,sorocaba,SP
18071,sorocaba,SP
18090,sorocaba,SP
18060,sorocaba,SP
18055,sorocaba,SP
18185,pilar do sul,SP
18110,votorantim,SP
18305,capao bonito,SP
18305,capão bonito,SP
18550,boituva,SP
18602,botucatu,SP
18608,botucatu,SP
18600,botucatu,SP
18683,lencois paulista,SP
18683,lençóis paulista,SP
18611,botucatu,SP
18680,lencois paulista,SP
18680,lençóis paulista,SP
18710,arandu,SP
18900,santa cruz do rio pardo,SP
18950,ipaussu,SP
19025,presidente prudente,SP
19010,presidente prudente,SP
19063,presidente prudente,SP
19042,presidente prudente,SP
19600,rancharia,SP
19814,assis,SP
19880,cândido mota,SP
19880,candido mota,SP
19801,assis,SP
19915,ourinhos,SP
19907,ourinhos,SP
20021,rio de janeiro,RJ
20040,rio de janeiro,RJ
20061,rio de janeiro,RJ
20041,rio de janeiro,RJ
20270,rio de janeiro,RJ
20211,rio de janeiro,RJ
20521,rio de janeiro,RJ
20520,rio de janeiro,RJ
20511,rio de janeiro,RJ
20720,rio de janeiro,RJ
20756,rio de janeiro,RJ
20775,rio de janeiro,RJ
20735,rio de janeiro,RJ
20940,rio de janeiro,RJ
20930,rio de janeiro,RJ
21011,rio de janeiro,RJ
21073,rio de janeiro,RJ
21012,rio de janeiro,RJ
21235,rio de janeiro,RJ
21210,rio de janeiro,RJ
21230,rio de janeiro,RJ
21215,rio de janeiro,RJ
21211,rio de janeiro,RJ
21330,rio de janeiro,RJ
21321,rio de janeiro,RJ
21380,rio de janeiro,RJ
21370,rio de janeiro,RJ
21555,rio de janeiro,RJ
21670,rio de janeiro,RJ
21615,rio de janeiro,RJ
21625,rio de janeiro,RJ
21750,rio de janeiro,RJ
21810,rio de janeiro,RJ
21840,rio de janeiro,RJ
21931,rio de janeiro,RJ
21921,rio de janeiro,RJ
22030,rio de janeiro,RJ
22011,rio de janeiro,RJ
22230,rio de janeiro,RJ
22250,rio de janeiro,RJ
22240,rio de janeiro,RJ
22270,rio de janeiro,RJ
22221,rio de janeiro,RJ
22260,rio de janeiro,RJ
22260,rio janeiro,RJ
22451,rio de janeiro,RJ
22461,rio de janeiro,RJ
22410,rio de janeiro,RJ
22450,rio de janeiro,RJ
22631,rio de janeiro,RJ
22611,rio de janeiro,RJ
22793,rio de janeiro,RJ
22775,rio de janeiro,RJ
22790,rio de janeiro,RJ
22720,rio de janeiro,RJ
22783,rio de janeiro,RJ
22770,rio de janeiro,RJ
22750,rio de janeiro,RJ
22753,rio de janeiro,RJ
22723,rio de janeiro,RJ
22713,rio de janeiro,RJ
22795,rio de janeiro,RJ
22785,rio de janeiro,RJ
22710,rio de janeiro,RJ
22743,rio de janeiro,RJ
22725,rio de janeiro,RJ
22780,rio de janeiro,RJ
23092,rio de janeiro,RJ
23070,rio de janeiro,RJ
23035,rio de janeiro,RJ
23093,rio de janeiro,RJ
23016,rio de janeiro,RJ
23535,rio de janeiro,RJ
23545,rio de janeiro,RJ
23931,angra dos reis,RJ
24140,niteroi,RJ
24120,niteroi,RJ
24120,niterói,RJ
24140,niterói,RJ
24230,niterói,RJ
24210,niteroi,RJ
24240,niteroi,RJ
24230,niteroi,RJ
24210,niterói,RJ
24241,niteroi,RJ
24240,niterói,RJ
24241,niterói,RJ
24342,niteroi,RJ
24346,niteroi,RJ
24342,niterói,RJ
24346,niterói,RJ
24451,sao goncalo,RJ
24452,são gonçalo,RJ
24416,sao goncalo,RJ
24450,sao goncalo,RJ
24452,sao goncalo,RJ
24422,sao goncalo,RJ
24431,sao goncalo,RJ
24431,são gonçalo,RJ
24425,são gonçalo,RJ
24451,são gonçalo,RJ
24422,são gonçalo,RJ
24450,são gonçalo,RJ
24425,sao goncalo,RJ
24416,são gonçalo,RJ
24711,sao goncalo,RJ
24711,são gonçalo,RJ
24936,marica,RJ
24936,maricá,RJ
25040,duque de caxias,RJ
25025,duque de caxias,RJ
25240,duque de caxias,RJ
25561,sao joao de meriti,RJ
25561,são joão de meriti,RJ
25635,petropolis,RJ
25645,petrópolis,RJ
25660,petrópolis,RJ
25660,petropolis,RJ
25635,petrópolis,RJ
25645,petropolis,RJ
25745,petrópolis,RJ
25745,petropolis,RJ
25957,teresopolis,RJ
25961,teresopolis,RJ
25961,teresópolis,RJ
25957,teresópolis,RJ
26163,belford roxo,RJ
26280,nova iguacu,RJ
26263,nova iguacu,RJ
26282,nova iguacu,RJ
26272,nova iguacu,RJ
26280,nova iguaçu,RJ
26263,nova iguaçu,RJ
26282,nova iguaçu,RJ
26379,queimados,RJ
26525,nilopolis,RJ
26525,nilópolis,RJ
26551,mesquita,RJ
26562,mesquita,RJ
26600,paracambi,RJ
26700,mendes,RJ
27276,volta redonda,RJ
27273,volta redonda,RJ
27213,volta redonda,RJ
27285,volta redonda,RJ
27277,volta redonda,RJ
27310,barra mansa,RJ
27350,barra mansa,RJ
27460,rio claro,RJ
27525,resende,RJ
27570,porto real,RJ
27700,vassouras,RJ
27937,macae,RJ
27933,macaé,RJ
27933,macae,RJ
27930,macae,RJ
27925,macae,RJ
27925,macaé,RJ
27937,macaé,RJ
27930,macaé,RJ
28013,campos dos goytacazes,RJ
28027,campos dos goytacazes,RJ
28021,campos dos goytacazes,RJ
28470,santo antonio de padua,RJ
28470,santo antônio de pádua,RJ
28685,japuiba,RJ
28630,nova friburgo,RJ
28611,nova friburgo,RJ
28605,nova friburgo,RJ
28685,japuíba,RJ
28685,cachoeiras de macacu,RJ
28860,casimiro de abreu,RJ
28896,rio das ostras,RJ
28970,araruama,RJ
28909,cabo frio,RJ
29043,vitoria,ES
29032,vitoria,ES
29043,vitória,ES
29048,vitoria,ES
29048,vitória,ES
29032,vitória,ES
29167,serra,ES
29101,vila velha,ES
29156,cariacica,ES
29162,serra,ES
29122,vila velha,ES
29152,cariacica,ES
29216,guarapari,ES
29313,cachoeiro de itapemirim,ES
29305,cachoeiro de itapemirim,ES
29780,são gabriel da palha,ES
29780,sao gabriel da palha,ES
29900,linhares,ES
30150,belo horizonte,MG
30140,belo horizonte,MG
30170,belo horizonte,MG
30130,belo horizonte,MG
30190,belo horizonte,MG
30111,belo horizonte,MG
30220,belo horizonte,MG
30350,belo horizonte,MG
30320,belo horizonte,MG
30310,belo horizonte,MG
30315,belo horizonte,MG
30411,belo horizonte,MG
30494,belo horizonte,MG
30575,belo horizonte,MG
30664,belo horizonte,MG
30770,belo horizonte,MG
30750,belo horizonte,MG
30860,belo horizonte,MG
30882,belo horizonte,MG
30855,belo horizonte,MG
31050,belo horizonte,MG
31030,belo horizonte,MG
31140,belo horizonte,MG
31160,belo horizonte,MG
31270,belo horizonte,MG
31255,belo horizonte,MG
31310,belo horizonte,MG
31560,belo horizonte,MG
31555,belo horizonte,MG
31565,belo horizonte,MG
31573,belo horizonte,MG
31650,belo horizonte,MG
31720,belo horizonte,MG
31710,belo horizonte,MG
31842,belo horizonte,MG
32071,contagem,MG
32110,contagem,MG
32140,contagem,MG
32185,contagem,MG
32241,contagem,MG
32280,contagem,MG
32310,contagem,MG
32604,betim,MG
32920,sao joaquim de bicas,MG
32920,são joaquim de bicas,MG
33120,santa luzia,MG
33400,lagoa santa,MG
33600,pedro leopoldo,MG
33860,ribeirao das neves,MG
33860,ribeirão das neves,MG
33936,ribeirao das neves,MG
34007,nova lima,MG
34006,nova lima,MG
34580,sabara,MG
34580,sabará,MG
35058,governador valadares,MG
35064,governador valadares,MG
35170,coronel fabriciano,MG
35430,ponte nova,MG
35400,ouro preto,MG
35460,brumadinho,MG
35490,entre rios de minas,MG
35500,divinopolis,MG
35570,formiga,MG
35500,divinópolis,MG
35519,nova serrana,MG
35557,carmo do cajuru,MG
35680,itauna,MG
35661,pará de minas,MG
35680,itaúna,MG
35661,para de minas,MG
35610,dores do indaia,MG
35610,dores do indaiá,MG
35700,sete lagoas,MG
35701,sete lagoas,MG
35900,itabira,MG
36070,juiz de fora,MG
36050,juiz de fora,MG
36036,juiz de fora,MG
36046,juiz de fora,MG
36037,juiz de fora,MG
36021,juiz de fora,MG
36036,juíz de fora,MG
36240,santos dumont,MG
36280,carandai,MG
36205,barbacena,MG
36280,carandaí,MG
36220,antônio carlos,MG
36220,antonio carlos,MG
36325,tiradentes,MG
36400,conselheiro lafaiete,MG
36415,congonhas,MG
36500,uba,MG
36500,ubá,MG
36502,uba,MG
36512,tocantins,MG
36502,ubá,MG
36770,cataguases,MG
36720,volta grande,MG
36873,silveira carvalho,MG
36900,manhuacu,MG
36900,manhuaçu,MG
37002,varginha,MG
37137,alfenas,MG
37175,ilicinea,MG
37175,ilicínea,MG
37410,tres coracoes,MG
37443,baependi,MG
37410,três corações,MG
37478,soledade de minas,MG
37580,monte siao,MG
37540,santa rita do sapucai,MG
37550,pouso alegre,MG
37570,ouro fino,MG
37540,santa rita do sapucaí,MG
37564,borda da mata,MG
37580,monte sião,MG
37584,congonhal,MG
37600,cambui,MG
37600,cambuí,MG
37620,munhoz,MG
37795,andradas,MG
37890,muzambinho,MG
37901,passos,MG
37900,passos,MG
37925,piumhii,MG
37925,piumhi,MG
37902,passos,MG
38017,uberaba,MG
38065,uberaba,MG
38061,uberaba,MG
38230,fronteira,MG
38360,capinopolis,MG
38307,ituiutaba,MG
38304,ituiutaba,MG
38360,capinópolis,MG
38415,uberlandia,MG
38440,araguari,MG
38414,uberlandia,MG
38410,uberlandia,MG
38408,uberlandia,MG
38414,uberlândia,MG
38412,uberlândia,MG
38412,uberlandia,MG
38408,uberlândia,MG
38410,uberlândia,MG
38442,araguari,MG
38415,uberlândia,MG
38550,coromandel,MG
38700,patos de minas,MG
38701,patos de minas,MG
38703,patos de minas,MG
39100,diamantina,MG
39404,montes claros,MG
39401,montes claros,MG
39495,montalvania,MG
39495,montalvânia,MG
39880,aguas formosas,MG
39800,teófilo otoni,MG
39800,teofilo otoni,MG
39880,águas formosas,MG
39960,jequitinhonha,MG
40055,salvador,BA
40170,salvador,BA
41100,salvador,BA
41490,salvador,BA
41480,salvador,BA
41680,salvador,BA
41750,salvador,BA
41770,salvador,BA
41815,salvador,BA
41830,salvador,BA
42738,lauro de freitas,BA
42804,camacari,BA
42804,camaçari,BA
42835,arembepe,BA
42835,camaçari,BA
42835,camacari,BA
44065,feira de santana,BA
44700,jacobina,BA
44750,caldeirao grande,BA
44750,caldeirão grande,BA
44930,presidente dutra,BA
45051,vitoria da conquista,BA
45051,vitória da conquista,BA
45400,valenca,BA
45400,valença,BA
45615,buerarema,BA
45605,itabuna,BA
45645,itapitanga,BA
45810,porto seguro,BA
45860,canavieiras,BA
45960,medeiros neto,BA
45990,teixeira de freitas,BA
45910,alcobaca,BA
45910,alcobaça,BA
45990,alcobaca,BA
46400,caetité,BA
46400,caetite,BA
46875,itatim,BA
47600,bom jesus da lapa,BA
47690,coribe,BA
48020,alagoinhas,BA
48030,alagoinhas,BA
48120,pojuca,BA
48110,catu,BA
48475,itapicuru,BA
48500,euclides da cunha,BA
48590,coronel joao sa,BA
48590,coronel joão sá,BA
48605,paulo afonso,BA
49400,lagarto,SE
49980,neopolis,SE
49980,neópolis,SE
51250,recife,PE
52041,recife,PE
54767,camaragibe,PE
55014,caruaru,PE
55295,garanhuns,PE
55325,brejão,PE
55870,timbauba,PE
55870,timbaúba,PE
56190,terra nova,PE
56220,bodocó,PE
56220,bodoco,PE
56470,jatoba,PE
56470,jatobá,PE
56870,triunfo,PE
57035,maceio,AL
57035,maceió,AL
57017,maceio,AL
57041,maceio,AL
57085,maceió,AL
57085,maceio,AL
57017,maceió,AL
57041,maceió,AL
57210,piacabucu,AL
57250,campo alegre,AL
57210,piaçabuçu,AL
57303,arapiraca,AL
58058,joao pessoa,PB
58057,joao pessoa,PB
58057,joão pessoa,PB
58058,joão pessoa,PB
58175,cuite,PB
58175,cuité,PB
58345,mari,PB
58600,santa luzia,PB
58900,cajazeiras,PB
59030,natal,RN
59152,parnamirim,RN
60165,fortaleza,CE
60175,fortaleza,CE
60125,fortaleza,CE
60355,fortaleza,CE
60410,fortaleza,CE
60822,fortaleza,CE
60831,fortaleza,CE
60871,fortaleza,CE
60850,fortaleza,CE
61658,caucaia,CE
61648,caucaia,CE
61760,eusebio,CE
61760,eusébio,CE
61902,maracanaú,CE
61979,amanari,CE
61902,maracanau,CE
62270,hidrolândia,CE
62270,hidrolandia,CE
62600,itapage,CE
62600,itapajé,CE
62600,itapaje,CE
64056,teresina,PI
64006,teresina,PI
64076,teresina,PI
64033,teresina,PI
64260,piripiri,PI
65062,sao luis,MA
65075,sao luis,MA
65072,são luís,MA
65075,são luís,MA
65058,sao luis,MA
65066,sao luis,MA
65072,sao luis,MA
65045,sao luis,MA
65060,sao luis,MA
65058,são luís,MA
65060,são luís,MA
65045,são luís,MA
65062,são luís,MA
65066,são luís,MA
65350,vitoria do mearim,MA
65350,vitória do mearim,MA
65604,caxias,MA
65919,imperatriz,MA
65912,imperatriz,MA
66033,belem,PA
66093,belem,PA
66033,belém,PA
66093,belém,PA
68637,ipixuna do para,PA
68637,ipixuna do pará,PA
68908,macapa,AP
68908,macapá,AP
69043,manaus,AM
69044,manaus,AM
70040,brasilia,DF
70040,brasília,DF
70337,brasilia,DF
70350,brasilia,DF
70350,brasília,DF
70337,brasília,DF
70670,brasilia,DF
70658,brasilia,DF
70670,brasília,DF
70673,brasilia,DF
70673,brasília,DF
70673,cruzeiro,DF
70670,cruzeiro,DF
70680,brasília,DF
70680,brasilia,DF
70658,cruzeiro,DF
70658,brasília,DF
70740,brasilia,DF
70763,brasilia,DF
70767,brasilia,DF
70767,brasília,DF
70740,brasília,DF
70712,brasilia,DF
70712,brasília,DF
70763,brasília,DF
71250,brasilia,DF
71625,brasilia,DF
71680,brasília,DF
71691,brasilia,DF
71680,brasilia,DF
71675,lago sul,DF
71691,brasília,DF
71675,brasilia,DF
71675,brasília,DF
71625,brasília,DF
71625,lago sul,DF
71680,lago sul,DF
71741,brasilia,DF
71741,brasília,DF
71741,nucleo bandeirante,DF
71805,brasilia,DF
71805,brasília,DF
71805,riacho fundo,DF
71936,brasilia,DF
71918,brasília,DF
71918,brasilia,DF
71936,brasília,DF
71906,brasilia,DF
71906,brasília,DF
72015,brasília,DF
72015,brasilia,DF
72015,taguatinga,DF
72001,brasilia,DF
72125,brasilia,DF
72125,brasília,DF
72125,taguatinga,DF
72306,brasilia,DF
72318,brasilia,DF
72318,brasília,DF
72306,brasília,DF
72306,samambaia,DF
72318,samambaia,DF
72460,brasilia,DF
72914,águas lindas de goiás,GO
72914,aguas lindas de goias,GO
73015,brasília,DF
73015,brasilia,DF
73015,sobradinho,DF
73760,sao joao d'alianca,GO
73760,são joão d'aliança,GO
73760,sao joao dalianca,GO
73760,sao joao d alianca,GO
74110,goiania,GO
74110,goiânia,GO
74120,goiania,GO
74120,goiânia,GO
74210,goiania,GO
74215,goiania,GO
74215,goiânia,GO
74210,goiânia,GO
74565,goiania,GO
74565,goiânia,GO
74663,goiania,GO
74645,goiania,GO
74663,goiânia,GO
74645,goiânia,GO
74785,goiania,GO
74785,goiânia,GO
74845,goiania,GO
74823,goiania,GO
74845,goiânia,GO
74823,goiânia,GO
74930,aparecida de goiania,GO
74930,aparecida de goiânia,GO
75110,anapolis,GO
75120,anapolis,GO
75144,anápolis,GO
75123,anapolis,GO
75110,anápolis,GO
75144,anapolis,GO
75123,anápolis,GO
75120,anápolis,GO
75200,pires do rio,GO
75610,joviania,GO
75650,morrinhos,GO
75610,joviânia,GO
75903,rio verde,GO
76200,ipora,GO
76200,iporá,GO
76345,nova america,GO
76345,nova américa,GO
76590,são miguel do araguaia,GO
76590,sao miguel do araguaia,GO
76630,itaberai,GO
76630,itaberaí,GO
76889,cacaulândia,RO
76870,ariquemes,RO
76889,cacaulandia,RO
76900,ji-parana,RO
76900,ji-paraná,RO
77405,gurupi,TO
77403,gurupi,TO
77750,couto de magalhaes,TO
77750,couto de magalhães,TO
77825,araguaina,TO
78020,cuiaba,MT
78060,cuiaba,MT
78045,cuiaba,MT
78043,cuiaba,MT
78060,cuiabá,MT
78043,cuiabá,MT
78045,cuiabá,MT
78020,cuiabá,MT
78550,sinop,MT
78552,sinop,MT
78643,querencia,MT
78643,querência,MT
78795,pedra preta,MT
79091,campo grande,MS
79002,campo grande,MS
79008,campo grande,MS
79004,campo grande,MS
79011,campo grande,MS
79092,campo grande,MS
79012,campo grande,MS
79117,campo grande,MS
79304,corumbá,MS
79304,corumba,MS
80060,curitiba,PR
80020,curitiba,PR
80040,curitiba,PR
80240,curitiba,PR
80210,curitiba,PR
80220,curitiba,PR
80310,curitiba,PR
80330,curitiba,PR
80420,curitiba,PR
80610,curitiba,PR
80730,curitiba,PR
81830,curitiba,PR
81825,curitiba,PR
81820,curitiba,PR
81880,curitiba,PR
81935,curitiba,PR
82510,curitiba,PR
82520,curitiba,PR
82810,curitiba,PR
82800,curitiba,PR
82940,curitiba,PR
83280,guaratuba,PR
83325,pinhais,PR
83327,pinhais,PR
83323,pinhais,PR
83321,pinhais,PR
83430,campina grande do sul,PR
83535,campo magro,PR
83650,balsa nova,PR
83605,campo largo,PR
83900,sao mateus do sul,PR
83900,são mateus do sul,PR
84570,mallet,PR
85301,laranjeiras do sul,PR
85350,nova laranjeiras,PR
85501,pato branco,PR
85580,itapejara d'oeste,PR
85580,itapejara d  oeste,PR
85603,francisco beltrao,PR
85640,ampere,PR
85603,francisco beltrão,PR
85640,ampére,PR
85851,foz do iguacu,PR
85807,cascavel,PR
85884,medianeira,PR
85801,cascavel,PR
85867,foz do iguacu,PR
85802,cascavel,PR
85816,cascavel,PR
85869,foz do iguacu,PR
85869,foz do iguaçu,PR
85851,foz do iguaçu,PR
85867,foz do iguaçu,PR
85903,toledo,PR
85935,assis chateaubriand,PR
85948,pato bragado,PR
86020,londrina,PR
86010,londrina,PR
86050,londrina,PR
86081,londrina,PR
86185,cambe,PR
86185,cambé,PR
86600,rolandia,PR
86600,rolândia,PR
86706,arapongas,PR
86870,ivaipora,PR
86870,ivaiporã,PR
87025,maringa,PR
87083,maringa,PR
87047,maringa,PR
87083,maringá,PR
87030,maringa,PR
87050,maringa,PR
87047,maringá,PR
87040,maringa,PR
87040,maringá,PR
87015,maringa,PR
87045,maringa,PR
87030,maringá,PR
87050,maringá,PR
87015,maringá,PR
87045,maringá,PR
87025,maringá,PR
87140,paicandu,PR
87140,paiçandu,PR
87114,sarandi,PR
87203,cianorte,PR
87320,roncador,PR
87303,campo mourao,PR
87303,campo mourão,PR
87504,umuarama,PR
87501,umuarama,PR
87502,umuarama,PR
87707,paranavaí,PR
87707,paranavai,PR
87900,loanda,PR
87930,querencia do norte,PR
87930,querência do norte,PR
88090,florianopolis,SC
88025,florianopolis,SC
88058,florianopolis,SC
88047,florianopolis,SC
88050,florianopolis,SC
88058,florianópolis,SC
88050,florianópolis,SC
88047,florianópolis,SC
88090,florianópolis,SC
88025,florianópolis,SC
88058,florian&oacute;polis,SC
88113,sao jose,SC
88136,palhoca,SC
88115,sao jose,SC
88113,são josé,SC
88137,palhoça,SC
88137,palhoca,SC
88115,são josé,SC
88136,palhoça,SC
88220,itapema,SC
88301,itajaí,SC
88301,itajai,SC
88330,balneario camboriu,SC
88308,itajai,SC
88340,camboriu,SC
88330,balneário camboriú,SC
88340,camboriú,SC
88308,itajaí,SC
88345,camboriu,SC
88345,camboriú,SC
88330,camboriu,SC
88502,lages,SC
88704,tubarao,SC
88780,imbituba,SC
88717,sangao,SC
88730,sao ludgero,SC
88704,tubarão,SC
88730,são ludgero,SC
88717,sangão,SC
89023,blumenau,SC
89069,blumenau,SC
89041,blumenau,SC
89030,blumenau,SC
89082,indaial,SC
89160,rio do sul,SC
89120,timbo,SC
89120,timbó,SC
89108,massaranduba,SC
89219,joinville,SC
89220,joinville,SC
89240,sao francisco do sul,SC
89224,joinville,SC
89251,jaragua do sul,SC
89259,jaragua do sul,SC
89280,sao bento do sul,SC
89291,sao bento do sul,SC
89254,jaragua do sul,SC
89204,joinville,SC
89259,jaraguá do sul,SC
89240,são francisco do sul,SC
89214,joinville,SC
89251,jaraguá do sul,SC
89239,joinville,SC
89254,jaraguá do sul,SC
89280,são bento do sul,SC
89291,são bento do sul,SC
89370,papanduva,SC
89460,canoinhas,SC
89400,porto uniao,SC
89400,porto união,SC
89520,curitibanos,SC
89620,campos novos,SC
89694,faxinal dos guedes,SC
89750,peritiba,SC
89820,xanxere,SC
89888,caibi,SC
89899,ipora do oeste,SC
89820,xanxerê,SC
89830,abelardo luz,SC
89837,coronel martins,SC
89899,iporã do oeste,SC
90010,porto alegre,RS
90030,porto alegre,RS
90018,porto alegre,RS
90230,porto alegre,RS
90460,porto alegre,RS
90420,porto alegre,RS
90550,porto alegre,RS
90610,porto alegre,RS
90620,porto alegre,RS
90820,porto alegre,RS
91050,porto alegre,RS
91110,porto alegre,RS
91150,porto alegre,RS
91130,porto alegre,RS
91130,porto aelgre,RS
91240,porto alegre,RS
91350,porto alegre,RS
91450,porto alegre,RS
91550,porto alegre,RS
91760,porto alegre,RS
91780,porto alegre,RS
91770,porto alegre,RS
91910,porto alegre,RS
92030,canoas,RS
92110,canoas,RS
92310,canoas,RS
92320,canoas,RS
92425,canoas,RS
92440,canoas,RS
92412,canoas,RS
92500,guaiba,RS
92500,guaíba,RS
93010,sao leopoldo,RS
93010,são leopoldo,RS
93224,sapucaia do sul,RS
93990,morro reuter,RS
94010,gravatai,RS
94010,gravataí,RS
94110,gravatai,RS
94110,gravataí,RS
94852,alvorada,RS
94910,cachoeirinha,RS
95057,caxias do sul,RS
95034,caxias do sul,RS
95012,caxias do sul,RS
95170,farroupilha,RS
95270,flores da cunha,RS
95360,parai,RS
95310,andre da rocha,RS
95310,andré da rocha,RS
95360,paraí,RS
95670,gramado,RS
95780,montenegro,RS
95795,sao vendelino,RS
95770,feliz,RS
95795,são vendelino,RS
95800,venancio aires,RS
95800,venâncio aires,RS
95940,arroio do meio,RS
95913,lajeado,RS
96180,camaqua,RS
96180,camaquã,RS
96203,rio grande,RS
96450,dom pedrito,RS
96400,bagé,RS
96400,bage,RS
96750,butia,RS
96750,butiá,RS
96810,santa cruz do sul,RS
97105,santa maria,RS
97300,sao gabriel,RS
97300,são gabriel,RS
97503,uruguaiana,RS
98035,cruz alta,RS
98400,frederico westphalen,RS
98801,santo angelo,RS
98801,santo ângelo,RS
99010,passo fundo,RS
99470,nao-me-toque,RS
99400,espumoso,RS
99470,não-me-toque,RS
99500,carazinho,RS
99525,santo antonio do planalto,RS
99525,santo antônio do planalto,RS
99690,liberato salzano,RS
99701,erechim,RS