product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
96bd76ec8810374ed1b65e291975717f,esporte_lazer,46,250,1,154,18,9,15
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38,1176,3,15350,47,40,47
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42,303,2,1300,25,16,25
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60,1146,6,150,20,24,33
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39,422,1,250,36,4,20
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60,312,4,200,16,2,11
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,29,12,23
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57,74,1,250,20,2,15
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,18,11,11
e10758160da97891c2fdcbc35f0f031d,,,,,2200,16,2,11
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52,424,1,175,22,11,15
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53,579,1,675,22,24,21
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55,1392,1,900,16,16,16
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50,171,1,1450,45,10,15
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58,240,1,150,35,8,11
84db874a1a2d895b0eece26cc9bb3dd3,cool_stuff,55,418,2,1250,36,16,24
464383c22e65860826cf78650fe0f4e4,consoles_games,49,781,5,200,16,16,16
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55,747,1,6250,53,23,28
6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,41,260,1,775,21,18,26
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45,928,1,800,39,6,28
eb6913790ee61d3d4d8dffcbbedea827,pet_shop,57,1268,2,102,20,6,13
2f763ba79d9cd987b2034aac7ceffe06,eletronicos,45,1198,2,595,8,6,6
a93ad122024312ca432da7f7b32474b4,cama_mesa_banho,48,267,1,1588,48,12,44
4834f24983a4f056e5ae64265f723aaf,eletronicos,52,468,3,230,16,14,15
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34,1080,2,250,41,2,29
9f69acd4da62618a3f6365b732d00ccd,,,,,850,27,13,21
e2acf075e3634e6f0c26e4e88c1bf9d7,moveis_sala,33,332,1,6750,54,18,53
b5c114b11d53b6fd85a6a90790f0b479,utilidades_domesticas,30,678,3,267,24,15,12
31a2f42a87890f87d77daebdfabc182e,brinquedos,58,419,5,1700,30,35,25
8cab8abac59158715e0d70a36c807415,esporte_lazer,56,1392,4,1050,40,20,30
e71435b372f90893385344e8be3a7696,utilidades_domesticas,43,2372,1,1350,44,11,25
d0fb1e667e989933a80444f93da833c0,utilidades_domesticas,47,390,3,525,18,19,16
acef497c1130f71ccfe63aaa1c9a607d,beleza_saude,53,2496,1,200,16,6,11
bf06a69bb27c58156391de458700f3e7,relogios_presentes,60,272,5,300,16,2,11
165948b2c41e846df7d09b56826a747f,fashion_bolsas_e_acessorios,55,89,1,200,16,2,11
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42,1158,1,550,17,9,13
2381a3052dd37f97e616bf160467acae,relogios_presentes,39,615,1,530,18,9,13
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54,241,4,1050,32,12,32
b50c950aba0dcead2c48032a690ce817,esporte_lazer,58,2584,1,1800,16,16,16
ff96895c6b1d31f34b2d82f86670fa85,cama_mesa_banho,59,297,1,2450,35,10,35
83b92639fffd1d55c9e04c77c86d8d2c,informatica_acessorios,56,901,1,280,20,15,14
6c321ed0f47858a8650f4104771224b5,relogios_presentes,58,509,4,300,16,2,20
5d422bd54b54307ff7a5e770f40946e4,brinquedos,16,508,2,300,16,5,16
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25
188c9cb0aff9e485e3f84752731c633a,cama_mesa_banho,55,428,1,150,16,11,11
436c8d57ff8d4aa254318e9bd9b48c83,cool_stuff,54,599,6,530,30,9,14
8d39a63db6a98e40571f486e0c711cf7,,,,,450,16,7,11
2a211896ec7ab72cedc7939e9ffb01b4,informatica_acessorios,58,1306,1,700,23,20,17
9b08a09bf2fd9731cfca8cb3db24457c,construcao_ferramentas_construcao,14,233,3,150,16,10,12
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
83d199d296c44101c8c3b5c9c0cce9ea,brinquedos,26,855,2,500,18,6,21
2ccd049c8e7ea210e079a1aa8ad92477,papelaria,54,218,3,6900,28,55,37
6b7de889f456ee35f031172d358b2cd2,papelaria,60,778,6,1500,30,50,20
7d88f23682af2fc7db5484b6e41f8993,eletrodomesticos,50,264,1,500,18,8,13
2c3210fa1dfe1fdf8b8e3254287c9e4c,cama_mesa_banho,58,405,1,1400,40,10,30
e76438822c17316d276c27e52e588931,informatica_acessorios,57,1138,3,100,18,12,16
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
d05d4a7430d1293367ba2ffbedcdef05,esporte_lazer,44,907,1,300,16,7,11
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
55782cb82e0efe052da0a3da237da3b2,automotivo,60,1159,3,2450,30,30,30
716586b5781e43926d404ad0f11669e8,utilidades_domesticas,50,443,1,1625,41,26,26
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
f23c48d81cd6a0c87f5c3b14aac68371,beleza_saude,53,963,1,900,30,30,16
4e64dbe0b03dc0aba80f28b0b922c6b6,telefonia,43,1468,1,133,18,5,13
fb060ad9a8625b626189641799bccf89,esporte_lazer,63,569,3,275,24,8,12
310ae3c140ff94b03219ad0adc3c778f,beleza_saude,59,493,1,2000,30,12,16
4c99d6df98c5f4960cae6fd9f8603bd3,ferramentas_jardim,53,75,1,700,35,20,40
77e8ff91e2cccad62b30a0a83bec431e,relogios_presentes,53,496,1,330,16,11,12
35537536ed2b4c561b4018bf3abf54e0,esporte_lazer,59,1459,9,2100,36,9,14
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51,693,3,600,20,20,21
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
a94036c0bb4dfce8d5762777c07b7be2,cama_mesa_banho,57,2473,2,2500,43,8,33
ffd34459c21034d1da6df9800de0d7a3,beleza_saude,33,816,1,150,23,7,17
460a66fcc404a3d7306d5f50fcb2d18a,utilidades_domesticas,51,720,1,350,16,16,17
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
9cd17b1cc8db0de6b175f213e9054c01,brinquedos,50,903,5,2416,32,28,23
8828464e34fc3da3892f568218e14d61,beleza_saude,60,3244,1,3575,21,18,22
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
cdc9d87e17ccf98f35634e6c3b77073e,esporte_lazer,57,1236,1,4250,20,20,20
fb8e60e1a3c247d3a2e17f6986e71a40,moveis_decoracao,58,858,1,3250,31,43,21
c589625c8ccc7bfd2e8f1fb041e24c4a,beleza_saude,60,919,1,150,22,3,15
1c9b5793de6c3d9117b6218552c87a8f,perfumaria,54,956,1,50,16,5,11
5bd6493a2d5a384987386f2696bae33d,telefonia,59,405,1,150,19,4,11
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
d2e8130fbec52f5dac0571ea1993f28a,informatica_acessorios,56,1199,3,525,23,11,16
05c693a8085dad009cebdcf2830ab738,telefonia,52,525,2,200,19,4,11
fadc89c2a60ff96b18827644074dfd70,utilidades_domesticas,52,827,1,1800,30,30,30
138d7037b59dcee052810952c983033b,esporte_lazer,50,621,1,1400,21,16,16
fea7f0c147905a41ca324c0e3234a4c7,informatica_acessorios,60,2127,1,225,18,10,16
0f0c4960b05d6145bbb4b348423503ef,eletronicos,32,139,3,1700,32,5,26
b1551ef44e04265b510840b991b24b51,utilidades_domesticas,55,1010,1,1000,43,11,37
1f9799a175f50c9fa725984775cac5c5,cama_mesa_banho,51,82,1,1000,40,5,25
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38,735,5,800,20,20,20
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36,210,1,541,21,15,16
9ab817d90bc61ed772ffea01b4cdcdb6,beleza_saude,57,1262,1,450,20,12,12
2083a6feb4bbb31f6abc92fc24e468c0,telefonia,56,3135,2,150,19,15,15
d9bba71d1d1ad35925593d365a2ab43e,eletronicos,58,1473,1,1850,56,12,39
f2b67cf6ef88cbc9c2f3e482f558b318,perfumaria,45,977,2,117,16,11,13
fb19ac22e32dfecea21afbdde4b97b5f,telefonia,54,804,2,100,16,13,16
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60,188,1,1300,44,2,35
2d4d78eecba060a7127c5f6a21cdb0c7,brinquedos,28,137,1,2444,45,22,41
b114bf337c0626166abe574eee9e3f32,moveis_escritorio,47,1398,1,13350,57,56,22
79e42c4fa2bde6e0c828d23c4fb7df35,instrumentos_musicais,57,962,4,900,42,8,40
fca62108387e25005784da2f551466a1,moveis_decoracao,42,87,3,14600,84,8,84
8d7ab3701456fdbfe2526636ce15327a,malas_acessorios,52,408,1,325,18,18,16
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
b77f596e85780e540958a58d35836e96,automotivo,58,174,2,200,16,10,16
fed5c40c27e1c88560a9e92d82ee0825,eletronicos,53,109,1,150,24,12,18
ef92defde845ab8450f9d70c526ef70f,utilidades_domesticas,36,558,1,450,24,8,15
43cc8e4d981bc04b9d78b12e8a908d41,beleza_saude,44,1793,1,11450,80,26,26
cdd68c0ef3e507db79631336cf9ec285,moveis_decoracao,49,494,2,450,30,20,20
33bd5538a16d23f0a39da1c9bfd20980,casa_conforto,52,181,1,2200,54,9,28
69c5919a1b057b3d3d8b58f3b9b4b89d,automotivo,34,364,1,800,20,10,20
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59,81,1,400,20,2,15
f361fccba568fabe00db466f80626d1e,automotivo,20,908,1,75,17,8,13
338aa2ba639b0be9950da484aac036c4,perfumaria,46,565,1,75,18,9,16
caa41bf17e27022341da028e79152c4c,beleza_saude,60,365,1,180,16,13,11
0ce1e35bdc6af7e582e7ef9363e29b5b,telefonia,57,607,1,100,16,11,9
525f8fbde09c9bf777025c3141fbbc6e,climatizacao,52,346,3,250,22,11,16
447934cd014b033280977350b730d892,cama_mesa_banho,58,124,1,3100,60,16,16
b22658be72921a967a7d592dfc61e54e,perfumaria,34,523,1,500,20,20,20
656d923048a96be8ec0da05d7b71aa28,esporte_lazer,40,604,1,129,22,4,20
f7a17d2c51d9df89a4f1711c4ac17f33,utilidades_domesticas,56,1245,5,350,22,8,19
cebff45f1d1558430be0e07ac0df6a68,automotivo,56,960,3,1400,30,30,30
cfbc837967ca671ee87f5243f2a1024d,esporte_lazer,47,527,1,400,16,17,11
cd82271424be9568801391194697361c,cama_mesa_banho,56,999,1,400,19,13,15
dbaee28f4ee64465838a229582d77520,construcao_ferramentas_construcao,58,1178,2,418,19,6,13
b3cf0a98f31b76ed0cec13d9c77102c4,market_place,26,1528,1,1300,33,6,22
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
9d6c66334a27b9dcf34b71cd371638de,cama_mesa_banho,45,729,1,4850,20,30,30
9f14f401fce2d9ddd450e7ce60cb7f5f,consoles_games,45,130,1,100,20,3,15
8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,59,473,1,700,30,3,20
1bef08f119466a85a83919d5b80facd3,cama_mesa_banho,39,114,1,250,40,4,30
b596e2d70dd2f5fb5ff9ee2a1c803e5b,esporte_lazer,53,748,2,6300,42,20,32
38afdf723b95d455b418a0f57d623c6b,moveis_decoracao,38,479,3,2500,34,6,28
423a6644f0aa529e8828ff1f91003690,agro_industria_e_comercio,54,2352,3,5800,30,30,20
634256dbcd184b3757ffd7632c9fe52a,beleza_saude,49,295,1,150,16,5,17
e350532acfc2ee911b6dcf1029dcb48d,brinquedos,27,867,5,300,22,6,16
526f833e1eb0a32ad9351145a761b9ab,relogios_presentes,60,491,2,250,16,2,11
f399bbedb1d21192dffefc4a8b30a229,utilidades_domesticas,59,614,1,5300,30,35,30
f7ac498363699addc5ff78eadee46977,telefonia,51,544,5,150,19,3,20
035df2b15f358d231e00af9e62488cf4,perfumaria,51,607,1,783,17,15,14
741a31499a578979be85db7f80139e62,moveis_decoracao,59,473,1,600,30,3,20
cb3ad2d2499eebaa7ccb4fd1e7db9bc7,automotivo,57,689,4,1450,30,30,30
f2af004352a06a99dca765596240cbc3,beleza_saude,61,1054,4,100,29,5,15
eae99ba0d11a9e56ddc878519bdb33b1,esporte_lazer,39,716,2,1280,29,24,22
ab1f9387c0627dd24000bfbc54fdeee0,eletronicos,45,456,1,175,22,11,16
632fe3d92c45b5c83f4102fadd94ee92,industria_comercio_e_negocios,52,1561,2,6950,16,104,35
3fa43718c1d128c8d2f148530e9493f5,ferramentas_jardim,29,1038,5,16300,100,25,30
aa280035c50ba62c746480a59045eec4,brinquedos,56,678,3,200,16,8,11
9bb2d066e4b33b624cbdfec7d50b3dcb,pet_shop,53,1494,2,900,26,19,23
dd3575a8c5e2139f680a9816a15c8f2a,consoles_games,38,919,3,700,19,6,15
aa8627a375771ab01288705307ec4ae5,utilidades_domesticas,53,493,1,5750,40,25,30
61194019f380f0b760c31e66ee97e50d,esporte_lazer,54,1954,1,400,16,10,11
aed75ad669fbebd5a385ac7cc2ae7573,beleza_saude,42,427,1,30000,50,75,56
2c2491f31fe7320124ccf2f3404354a6,telefonia,60,818,6,300,17,4,12
547b95702aec86f05ac37e61d164891c,ferramentas_jardim,33,509,1,9100,42,13,39
7564c1759c04fc0a38f2aa84f7a370ee,construcao_ferramentas_construcao,59,2432,3,1200,16,11,11
2b4609f8948be18874494203496bc318,beleza_saude,59,492,3,250,22,10,18
1d417ca09479182e9fdf13a1c77c309f,cama_mesa_banho,49,729,1,1300,20,30,30
496f6bd86011e5a9ddea8dc96e802340,moveis_decoracao,60,458,1,1050,30,4,20
69455f41626a745aea9ee9164cb9eafd,relogios_presentes,41,408,2,501,18,13,14
f9b0ee95ce8b1ef8b50eecc5e0fa4348,esporte_lazer,59,2993,1,1250,23,23,23
f2e53dd1670f3c376518263b3f71424d,cama_mesa_banho,53,236,2,1975,41,13,31
a2f0a41fa03da98fd19e20d996462cc8,pet_shop,55,444,2,300,17,12,14
e3a23a99f074226ad690393a840c3244,fashion_bolsas_e_acessorios,37,558,4,100,17,3,12
c6dd917a0be2a704582055949915ab32,cool_stuff,54,1012,1,1200,42,25,15
20c26b058070cf8c6bbb8c8943eea98c,automotivo,55,703,6,5100,47,19,23
d5f1f35337b832cc42168c69511e311d,automotivo,54,145,4,100,24,2,17
ce169d5f9421a6f21e41a7bf54d0b98e,instrumentos_musicais,41,163,1,500,30,20,30
aadff88486740e0b0ebe2be6c09476ae,beleza_saude,56,390,1,250,16,5,15
aba86c093ccdbac75b09111d57e50004,moveis_escritorio,41,154,1,2600,40,45,39
41402af2a88247152583bb812ba235dd,relogios_presentes,53,486,2,533,20,8,11
8dfb2df51786c583001deb21b4a94080,climatizacao,45,1045,1,5300,51,22,34
be837f2e0152a208d4386f4126d5bd7c,eletrodomesticos,60,940,2,950,25,11,15
1716ea399ed8ee62ba811e6f55180f45,automotivo,25,712,1,200,21,17,17
2629c2e1e3a0b360912763741f1bb7ef,moveis_decoracao,50,844,3,900,86,4,20
5ce6a6914bbb228f4cb4ee93c1cd0d15,brinquedos,36,225,2,1700,19,27,40
83309bfd8eef19fbfaa8e790b824b572,casa_conforto,59,349,1,1600,45,15,35
8c5876b1c7768217964f353bc7e64393,telefonia,61,440,1,250,18,3,28
5403528d987ad26e8d7cb25940411987,relogios_presentes,58,600,3,250,16,2,11
4a300735bc293723103db0d0c1bc1585,telefonia,42,661,4,250,16,4,20
fec85e6c0eab9b4bcddf9ccd917c80bc,moveis_decoracao,54,1078,1,500,35,7,27
eb8dbe7d2dd22ab3547925e49a78feb3,esporte_lazer,48,831,1,650,18,18,18
4100a608bd0aa524b06ffefba973707b,beleza_saude,39,798,1,688,17,13,16
6e7b435ac3c84fc5348dba974e184322,perfumaria,42,299,1,280,17,14,14
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50,422,7,2850,40,5,44
f42892b40225227fe465626ff509a92e,casa_conforto,58,335,1,1750,45,15,35
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44,789,1,650,20,35,20
557d850972a7d6f792fd18ae1400d9b6,ferramentas_jardim,39,1310,3,13805,35,75,45
ea11e700a343582ad56e4c70e966cb36,,,,,26000,67,57,46
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49,1845,5,550,20,16,30
d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51,448,1,180,16,9,16
d9a5a5120d4d357871acd5408cb10e18,fashion_bolsas_e_acessorios,40,817,1,100,16,5,16
688ad0169550f8e2eb0307b61df3ba12,cama_mesa_banho,41,515,2,1050,35,10,45
57d79905de06d8897872c551bfd09358,telefonia,59,540,4,300,17,4,12
101a896b1137f70a7bbb2b9fac61458d,relogios_presentes,46,561,1,342,17,9,12
aefd95d8fa48ead0bcdec7fb758daea0,pet_shop,22,596,1,200,23,8,15
1427b126f61597524866770b05d4eed2,informatica_acessorios,51,378,1,200,17,13,13
6b6b162b177d0f36987993aecbe1c65f,pet_shop,36,876,1,20450,35,35,35
ca5c923962558430573f83661dbe36d6,pet_shop,59,747,2,1250,40,20,30
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43,295,1,371,20,16,16
1e291c0c369924c39765c90de669e4b4,malas_acessorios,56,948,2,9560,31,45,54
96f608a5fe010cb34dc25baee3274444,cama_mesa_banho,55,352,2,500,50,11,11
08279c494018541f71443c07d77560f8,utilidades_domesticas,48,688,2,3150,43,27,27
0bdb7583b74c0323d413497fab3f2a3c,telefonia,53,141,2,400,16,6,11
ecd7770e1f7f64ee8c295da808d2ce5b,casa_construcao,55,918,6,750,16,20,16
e583bb5fa3cb1e876a6ea48f21dfef34,artigos_de_festas,59,761,1,350,27,9,19
3a77cc438baf789ed16b12b553ce504a,pet_shop,46,377,1,600,25,40,25
11875b30b49585209e608f40e8082e65,esporte_lazer,26,1465,1,1032,17,15,16
ca815d1a82897d9d4503e2e367931d03,cama_mesa_banho,54,204,1,2100,45,20,25
c9bd28e8a4220af0723c7b7f97778681,informatica_acessorios,57,1502,2,300,18,8,20
568ba441f7f464dc73d23a91cf8ca671,cama_mesa_banho,49,271,1,2200,40,15,27
50d77758742285ff49f340ebdf0df5a7,eletrodomesticos,56,953,3,500,30,12,17
566d15b940c0d5e7a0a37c82b8ce353f,papelaria,58,327,9,400,21,7,15
0c4e43e25f781898363a83f9a7390ebb,informatica_acessorios,47,1991,3,484,18,11,15
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42,734,5,400,20,20,20
cd71c76f5ab15f51f24fb214fc42d8ab,perfumaria,43,714,1,367,21,15,18
2fc7741cb6ea76e7164f448adc44652d,cama_mesa_banho,54,168,1,700,26,7,26
fcf19b6b1ff4a17bcd6ca9675b58aa6f,beleza_saude,49,1211,1,725,26,17,22
7c4bc321009f51cefbb3877de6b98bae,cama_mesa_banho,58,268,1,3600,41,8,36
81a3d1dc085d3226530f23cd4af5030b,brinquedos,44,232,3,547,22,13,21
b7d94dc0640c7025dc8e3b46b52d8239,informatica_acessorios,59,636,1,800,35,12,15
