seller_id,seller_zip_code_prefix,seller_city,seller_state
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
edf96ef93ed595084bbcbd9224bd2894,1545,sao paulo,SP
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
f3295428338a40977a03f555246a70f4,29032,vitoria,ES
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
1c129092bf23f28a5930387c980c0dfc,2972,sao paulo,SP
b01c2b7b8599b325103ebcddc67413e1,95800,venancio aires,RS
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
834f3294fba9f932f56edc879193f925,14808,araraquara,SP
6fd52c528dcb38be2eea044946b811f8,8180,sao paulo,SP
4c2b230173bb36f9b240f2b8ac11786e,3933,sao paulo,SP
4e06067cc08b3f41d837768d392c3ee3,32604,betim,MG
e439f7176d763f92de325271111b2fd5,89219,joinville,SC
f00e21b1e91a79653163b7fd8f293ff1,37795,andradas,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
94e93ce877be27a515118dbfd2c2be41,15502,votuporanga,SP
8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP
9c7fd21e0aa159b20da593371f08ff7c,6180,osasco,SP
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
2528513dd95219a6013d4d05176e391a,6060,osasco,SP
1464afc72f696af775557a821c2e253f,28630,nova friburgo,RJ
77a515caa36327151d1cc6c32a9f00e1,9912,diadema,SP
5b179e9e8cc7ab6fd113a46ca584da81,5424,sao paulo,SP
16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP
e06f09ec0a4aca210779cf1cfc63cf19,4773,sao paulo,SP
213b25e6f54661939f11710a6fddb871,13321,salto,SP
56642bcb79900e777d68e91915cb4267,3701,sao paulo,SP
850f4f8af5ea87287ac68de36e29107f,4367,sao paulo,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
5b51032eddd242adc84c38acab88f23d,37564,borda da mata,MG
8cc6a0e5738e61a87b03c78b2ba9db4b,37795,andradas,MG
729b2d09b2a0bdab221076327f13d050,17320,mineiros do tiete,SP
18e694e0e48ed6f7aa3f24aade5fd697,13224,varzea paulista,SP
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
9616352088dcf83a7c06637f4ebf1c80,87504,umuarama,PR
51702dc2a3e106c76dbff722b5bf0726,13835,conchal,SP
afa6714acee029b2dfdf357e5579cc03,13690,descalvado,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
070d165398b553f3b4b851c216b8a358,3916,sao paulo,SP
4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP
88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
7d76b645482be4a332374e8223836592,1511,sao paulo,SP
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA
2e90cb1677d35cfe24eef47d441b7c87,2285,sao paulo,SP
d05ae8f7a5bd1d2a690a44cd079e4e27,22775,rio de janeiro,RJ
392353362d22cc2c236e1ee81ff19890,89069,blumenau,SC
2e1c9f22be269ef4643f826c9e650a52,4850,sao paulo,SP
00fc707aaaad2d31347cf883cd2dfe10,87025,maringa,PR
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,3431,sao paulo,SP
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
5a8e7d5003a1f221f9e1d6e411de7c23,13076,campinas,SP
3bb548e3cb7f70f28e3f11ee9dce0e59,87040,maringa,PR
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
a4b6b9b992b46e9ef863637af96e04bc,88090,florianopolis,SC
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
a673821011d0cec28146ea42f5ab767f,3809,sao paulo,SP
c8b3445d737de6befde0c88ede534a5e,5734,sao paulo,SP
11bfa66332777660bd0640ee84d47006,14085,ribeirao preto,SP
9d7a1d34a5052409006425275ba1c2b4,14403,franca,SP
a6fe7de3d16f6149ffe280349a8535a0,14401,franca,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
c826c40d7b19f62a09e2d7c5e7295ee2,7133,guarulhos,SP
71dc18fd8cbf5fd77f45dd8b427abb34,82520,curitiba,PR
594f9aaa48e5bf431f011ddc5669b0d5,32185,contagem,MG
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP
4830e40640734fc1c52cd21127c341d4,3573,sao paulo,SP
72c5da29406b4234927b81855e7b64f6,7077,guarulhos,SP
4391ea5c5990502176a1dcda44a2373d,91910,porto alegre,RS
38e6dada03429a47197d5d584d793b41,4763,sao paulo,SP
b1a81260566c1bac3114a6d124413f27,99500,carazinho,RS
080199a181c46c657dc5aa235411be3b,6097,osasco,SP
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
8648b1e89e9b349e32d3741b30ec737e,12308,jacarei,SP
d50d79cb34e38265a8649c383dcffd48,8290,sao paulo,SP
f214d28e8d8e3ef068748498ccc2f813,3872,sao paulo,SP
ebd2d60905fb58271facef5596b620d3,18683,lencois paulista,SP
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
530ec6109d11eaaf87999465c6afee01,85807,cascavel,PR
a5259c149128e82c9d6d46e0c1c812bb,76900,ji parana,RO
0adac9fbd9a2b63cccaac4f8756c1ca8,13290,louveira,SP
04aba03279157f6d4e0fe8ccaf21963c,28470,santo antonio de padua,RJ
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
98dac6635aee4995d501a3972e047414,2030,sao paulo,SP
a49928bcdf77c55c6d6e05e09a9b4ca5,3017,sao paulo,SP
4305fe92735c8a43d154ff6dd2b8d927,35170,coronel fabriciano,MG
bd4889b5e9133b35b66e42a8665cea5c,2963,sao paulo,SP
23d7c96d4a1160db1c726b248601b25a,13360,capivari,SP
33a6f4b1e7cdc205511e76ba1b6e0186,7084,guarulhos,SP
7a67c85e85bb2ce8582c35f2203ad736,3426,sao paulo,SP
55029529919c0123526150bd26ca8f20,32280,contagem,MG
db2956745b3a8e9f3785c99f34b5d25e,11600,sao sebastiao,SP
edb1ef5e36e0c8cd84eb3c9b003e486d,25957,teresopolis,RJ
3361277dc30b7cccdb0c286b24219756,87015,maringa,PR
3c7c4a49ec3c6550809089c6a2ca9370,3804,sao paulo,SP
822bad9bc42b51213ba522fe87b7ab5d,88330,balneario camboriu,SC
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
36a968b544695394e4e9d7572688598f,11010,santos,SP
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP
da7039f29f90ce5b4846ffc0fcc93beb,9041,santo andre,SP
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
ffff564a4f9085cd26170f4732393726,13070,campinas,SP
99a54764c341d5dc80b4a8fac4eba3fb,3273,sao paulo,SP
282f23a9769b2690c5dda22e316f9941,31573,belo horizonte,MG
a7f13822ceb966b076af67121f87b063,8577,itaquaquecetuba,SP
80e6699fe29150b372a0c8a1ebf7dcc8,83323,pinhais,PR
a2deecd5398f5df4987110c80a1972a3,5043,sao paulo,SP
c003204e1ab016dfa150abc119207b24,7790,cajamar,SP
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
de23c3b98a88888289c6f5cc1209054a,5530,sao paulo,SP
2a61c271b1ac763450d846849783e922,9175,santo andre,SP
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara dÂ´oeste,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
bf0d50a6410d487dc97d2baac0a8c0be,13408,piracicaba,SP
51e4e89242cbb846c2deff3dc015650e,96203,rio grande,RS
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
3340ef1913fb70d28420f6ceb685c339,87040,maringa,PR
b74d1c09cb380e1d03a6f859c6f4224b,20061,rio de janeiro,RJ
1bb2bdb95f4841f1bba2c0d2cd83d3c9,1257,sao paulo,SP
f4aba7c0bca51484c30ab7bdc34bcdd1,1031,sao paulo,SP
e9d99831abad74458942f21e16f33f92,3542,sao paulo,SP
eed78ac17f7f795a19a709745f00cd4e,18608,botucatu,SP
abcd2cb37d46c2c8fb1bf071c859fc5b,78020,cuiaba,MT
325f3178fb58e2a9778334621eecdbf9,6790,taboao da serra,SP
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
1e8b33f18b4f7598d87f5cbee2282cc2,2066,sao paulo,SP
1da3aeb70d7989d1e6d9b0e887f97c23,4265,sao paulo,SP
5b67882648febfb6e1225e6ad7164f6b,87502,umuarama,PR
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
7202e2ba20579a9bd1acb29e61fe71f6,14401,franca,SP
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG
702835e4b785b67a084280efca355756,36046,juiz de fora,MG
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
8d79c8a04e42d722a75097ce5cbcf2ef,61658,caucaia,CE
ac3508719a1d8f5b7614b798f70af136,92030,canoas,RS
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
478bfe564db21eeb44386606aa30b650,33600,pedro leopoldo,MG
6f892e20a171e98efe17fdb971ff319b,8270,sao paulo,SP
abbf6046bbdf1028606a5bc7f00c99e7,89820,xanxere,SC
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
54219883e72aad869adfb2a54b7bfa0f,18060,sorocaba,SP
3078096983cf766a32a06257648502d1,13720,scao jose do rio pardo,SP
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP
218d46b86c1881d022bce9c68a7d4b15,14070,ribeirao preto,SP
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
d25aa0aaacb370e912f8cf6efeba38b3,89108,massaranduba,SC
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
8f2ce03f928b567e3d56181ae20ae952,5141,pirituba,SP
d4e12e7884759a14fa0f5f896c791cae,2242,sao paulo,SP
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
900ba814c251a692506d7834c1218441,13328,salto,SP
8a32e327fe2c1b3511609d81aaf9f042,2443,sao paulo,SP
0d83f8e03188682112cc0d93523705cc,91150,porto alegre,RS
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP
25be943a321c8938947bdaabca979a90,9725,sao bernardo do campo,SP
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG
b2ac621f0d0322434d04a12b078b9369,80220,curitiba,PR
54065e9aef7e9e9c2dc23b7594db021a,20040,rio de janeiro,RJ
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
b76dba6c951ab00dc4edf0a1aa88037e,3237,sao paulo,SP
b1204cfda1d4948679db3cfc0d3cb95c,7170,guarulhos,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,3880,sao paulo,SP
974cf2cb8f4b7add98709c30df02fe10,14802,araraquara,SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
23c38debaffe4a25a30fdbd9b586a13f,18110,votorantim,SP
c9c7905cffc4ef9ff9f113554423e671,6871,itapecerica da serra,SP
0887a9f087bcd5d9f6642b52f897fc6c,11990,cananeia,SP
00720abe85ba0859807595bbf045a33b,7070,guarulhos,SP
cb3dd9ce66268c7a3ca7241ac70ab58c,3028,sao paulo,SP
4200ddf1967c5e41e48db62bc6d4b5ac,9710,sao bernardo do campo,SP
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
1025f0e2d44d7041d6cf58b6550e0bfa,3204,sao paulo,SP
7586919161935337bf6b6d7ff5779648,21921,rio de janeiro,RJ
827f8f69dfa529c561901c4f2e0f332f,81880,curitiba,PR
59fb871bf6f4522a87ba567b42dafecf,3655,sao paulo,SP
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
3b872fd4747f01cc56206f2934198618,14940,ibitinga,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
0ec28cec4046a4a199b6de9b4c891d97,74110,goiania,GO
2709af9587499e95e803a6498a5a56e9,3813,sao paulo,SP
b17b679f4f5ce2e03ce6968c62648246,14090,ribeirao preto,SP
bce6a5ecf98e99fd2a8868b15c51f04b,7180,guarulhos,SP
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
0be8ff43f22e456b4e0371b2245e4d01,4461,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
5c243662ce92d84573bfaff24c3e3700,3702,sao paulo,SP
1b7e5006cb25dd23ce8686691013b121,2350,sao paulo,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
1838dd9b8977065acf51d95e0053ea7a,30882,belo horizonte,MG
1ca7077d890b907f89be8c954a02686a,6506,santana de parnaiba,SP
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
e333046ce6517bd8bb510291d44f0130,18950,ipaussu,SP
8f78f0903005064036736c7173a5c2ed,36325,tiradentes,MG
17f51e7198701186712e53a39c564617,3908,sao paulo,SP
d1582f4043306e6b91afa6a8a884f898,3445,sao paulo,SP
7210cd29727d674c00741e5e387b3ccd,3279,sao paulo,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
c1ed9e3daf6154542826a6996af0fb8c,88308,itajai,SC
ff063b022a9a0aab91bad2c9088760b7,9171,santo andre,SP
7139dc5186aa238b006e066d8fbab2e4,13901,amparo,SP
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo - sp,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
81f89e42267213cb94da7ddc301651da,19063,presidente prudente,SP
0691148aee60ca47977c187804f935ae,86010,londrina,PR
cac876b37d3abcd6bd76caca30277996,85816,cascavel,PR
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP
d66c305afaec317ebee552073a674429,33936,ribeirao das neves,MG
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
7d456afc660226829370f3173d14520c,8820,mogi das cruzes,SP
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
157c3e4b42f81ac4a44e8b1ca2fe9876,3211,sao paulo,SP
d5ba419e26d246a0719437cf37d9b46d,3437,sao paulo,SP
31da954dc0855f2495c6310f70a2f931,13601,araras,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
a35124e2d763d7ca3fbe3b97d143200f,4041,sao paulo,SP
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
daeb5653dd96c1b11860f72209795012,31310,belo horizonte,MG
87e24fc7052259b1f7f607d61c10d8be,5734,sao paulo,SP
ea67327e24487bdfac5fbfa37ea124df,14940,ibitinga,SP
1d1bbb8ac1581824986f582583fff01d,89082,indaial,SC
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
f8201cab383e484733266d1906e2fdfa,88137,palhoca,SC